date,time,elo,bastion,ow
1718310368,755873,1460,TREASURE,SHIPWRECK
1718310764,1228401,808,BRIDGE,VILLAGE
1718359140,775418,1695,STABLES,BURIED_TREASURE
1718359226,980067,1141,HOUSING,SHIPWRECK
1718359818,879829,1147,TREASURE,RUINED_PORTAL
1718360286,857934,1162,BRIDGE,DESERT_TEMPLE
1718360643,967513,1173,TREASURE,DESERT_TEMPLE
1718360704,671046,1449,HOUSING,VILLAGE
1718360996,752518,1857,HOUSING,SHIPWRECK
1718361135,1103785,969,STABLES,VILLAGE
1718361425,667509,1413,TREASURE,BURIED_TREASURE
1718361557,860527,1192,STABLES,DESERT_TEMPLE
1718361594,858933,1145,BRIDGE,RUINED_PORTAL
1718361848,649521,1912,TREASURE,VILLAGE
1718361994,1102882,1212,TREASURE,DESERT_TEMPLE
1718362016,709437,1543,HOUSING,SHIPWRECK
1718362303,1031985,1434,TREASURE,DESERT_TEMPLE
1718362488,1282180,1037,TREASURE,DESERT_TEMPLE
1718362660,997084,1211,BRIDGE,SHIPWRECK
1718362669,1499407,855,STABLES,DESERT_TEMPLE
1718363329,1296360,1136,HOUSING,DESERT_TEMPLE
1718363410,682062,1468,HOUSING,BURIED_TREASURE
1718363595,1042166,990,STABLES,DESERT_TEMPLE
1718363632,816270,1229,HOUSING,BURIED_TREASURE
1718363675,1115109,1086,STABLES,VILLAGE
1718363680,1286584,1038,TREASURE,VILLAGE
1718364685,982706,1072,BRIDGE,VILLAGE
1718365013,834283,1497,HOUSING,BURIED_TREASURE
1718392628,1078975,1365,STABLES,DESERT_TEMPLE
1718392644,1174543,1066,TREASURE,SHIPWRECK
1718392687,1384860,,TREASURE,DESERT_TEMPLE
1718392803,936869,1607,TREASURE,SHIPWRECK
1718392976,661334,1877,HOUSING,VILLAGE
1718393022,1527191,1183,STABLES,SHIPWRECK
1718393155,783981,1779,TREASURE,RUINED_PORTAL
1718393235,1026320,1419,HOUSING,BURIED_TREASURE
1718393239,732766,1771,HOUSING,RUINED_PORTAL
1718393645,1409760,,HOUSING,VILLAGE
1718393719,936119,1116,TREASURE,SHIPWRECK
1718393813,1671821,1002,BRIDGE,RUINED_PORTAL
1718393923,884830,1703,HOUSING,SHIPWRECK
1718394084,878348,1942,HOUSING,SHIPWRECK
1718394168,1059721,1179,TREASURE,VILLAGE
1718394243,1434667,1012,STABLES,VILLAGE
1718394372,962110,1111,BRIDGE,VILLAGE
1718394590,669390,1824,TREASURE,SHIPWRECK
1718394621,913208,1444,HOUSING,SHIPWRECK
1718394623,652339,1719,HOUSING,SHIPWRECK
1718394805,835435,1360,TREASURE,BURIED_TREASURE
1718394957,742593,1724,BRIDGE,DESERT_TEMPLE
1718394987,869641,1254,BRIDGE,SHIPWRECK
1718395305,971530,1118,BRIDGE,SHIPWRECK
1718395328,621347,1739,BRIDGE,BURIED_TREASURE
1718395497,745021,1712,TREASURE,BURIED_TREASURE
1718395605,702704,1423,HOUSING,SHIPWRECK
1718395999,1115491,1035,TREASURE,SHIPWRECK
1718396287,2377223,626,TREASURE,DESERT_TEMPLE
1718396379,626569,1751,BRIDGE,DESERT_TEMPLE
1718396517,908662,1130,HOUSING,VILLAGE
1718396555,824939,1367,STABLES,DESERT_TEMPLE
1718396623,908101,1442,TREASURE,BURIED_TREASURE
1718396732,636264,1737,HOUSING,DESERT_TEMPLE
1718397347,1562463,1090,HOUSING,SHIPWRECK
1718397417,1228351,1034,HOUSING,VILLAGE
1718397454,671003,1755,BRIDGE,SHIPWRECK
1718397612,787431,1670,HOUSING,SHIPWRECK
1718397617,918408,1251,HOUSING,SHIPWRECK
1718397883,748990,1769,STABLES,RUINED_PORTAL
1718398077,531928,1974,TREASURE,SHIPWRECK
1718398264,960226,1546,HOUSING,SHIPWRECK
1718398303,1127197,1280,TREASURE,VILLAGE
1718398427,728751,1690,BRIDGE,BURIED_TREASURE
1718398510,870066,1366,HOUSING,BURIED_TREASURE
1718398531,677658,1466,TREASURE,SHIPWRECK
1718436611,754849,1016,TREASURE,VILLAGE
1718436860,1048753,1302,HOUSING,BURIED_TREASURE
1718436874,913194,1195,BRIDGE,DESERT_TEMPLE
1718436882,711493,1356,TREASURE,VILLAGE
1718437303,1289527,914,TREASURE,SHIPWRECK
1718437314,562849,1637,HOUSING,BURIED_TREASURE
1718437386,1151938,1154,HOUSING,VILLAGE
1718437555,1052328,1123,TREASURE,SHIPWRECK
1718437654,1360025,1053,HOUSING,SHIPWRECK
1718437949,645150,1379,BRIDGE,BURIED_TREASURE
1718438079,1147982,1179,BRIDGE,RUINED_PORTAL
1718438215,720327,1429,HOUSING,BURIED_TREASURE
1718438610,893237,1180,TREASURE,SHIPWRECK
1718438797,890148,1056,BRIDGE,RUINED_PORTAL
1718438875,733850,1181,BRIDGE,DESERT_TEMPLE
1718438924,1026605,1145,HOUSING,VILLAGE
1718438925,1902935,993,BRIDGE,VILLAGE
1718438975,885139,1376,STABLES,SHIPWRECK
1718439600,993219,1202,BRIDGE,BURIED_TREASURE
1718439623,1512281,1052,STABLES,VILLAGE
1718439788,981549,1122,STABLES,SHIPWRECK
1718440040,1008385,1200,STABLES,BURIED_TREASURE
1718440544,1503012,886,STABLES,VILLAGE
1718441000,1475377,1006,BRIDGE,DESERT_TEMPLE
1718442071,1016521,1068,HOUSING,VILLAGE
1718442514,1887624,715,BRIDGE,VILLAGE
1718442522,2083352,1013,TREASURE,RUINED_PORTAL
1718442582,856477,1181,HOUSING,SHIPWRECK
1718442882,1638400,1265,STABLES,SHIPWRECK
1718443268,930994,,HOUSING,VILLAGE
1718468846,815921,1556,BRIDGE,DESERT_TEMPLE
1718468935,1040654,1355,TREASURE,VILLAGE
1718468964,883838,1356,BRIDGE,SHIPWRECK
1718469134,892806,1310,TREASURE,SHIPWRECK
1718469207,706435,2052,HOUSING,VILLAGE
1718469243,1040985,1258,HOUSING,VILLAGE
1718469318,1421264,1160,STABLES,SHIPWRECK
1718469444,1243494,950,HOUSING,VILLAGE
1718469584,1193291,1165,TREASURE,SHIPWRECK
1718469596,961187,1243,BRIDGE,SHIPWRECK
1718469720,852120,1592,STABLES,DESERT_TEMPLE
1718469797,744060,1671,BRIDGE,BURIED_TREASURE
1718469972,1417609,894,STABLES,VILLAGE
1718470059,821025,1389,TREASURE,SHIPWRECK
1718470170,608873,2068,BRIDGE,BURIED_TREASURE
1718470494,550027,1939,HOUSING,SHIPWRECK
1718470604,1021751,1027,HOUSING,VILLAGE
1718470883,878299,1397,BRIDGE,SHIPWRECK
1718470896,533622,1836,BRIDGE,BURIED_TREASURE
1718470960,533183,2235,HOUSING,BURIED_TREASURE
1718471075,716839,1586,STABLES,SHIPWRECK
1718471373,1193597,952,BRIDGE,VILLAGE
1718471415,1246705,1145,TREASURE,SHIPWRECK
1718471672,652574,1848,STABLES,SHIPWRECK
1718471981,1040708,1411,HOUSING,SHIPWRECK
1718471998,790860,1601,HOUSING,SHIPWRECK
1718472048,980102,1266,HOUSING,SHIPWRECK
1718472078,1423612,915,HOUSING,RUINED_PORTAL
1718472327,589541,1872,HOUSING,BURIED_TREASURE
1718472680,720140,1603,HOUSING,SHIPWRECK
1718472757,1008428,1175,TREASURE,VILLAGE
1718472821,732406,1496,STABLES,BURIED_TREASURE
1718473071,2212172,941,HOUSING,SHIPWRECK
1718473591,1083899,989,TREASURE,VILLAGE
1718473835,753593,1710,STABLES,BURIED_TREASURE
1718474048,793965,1401,TREASURE,SHIPWRECK
1718474051,852684,1583,STABLES,BURIED_TREASURE
1718474176,1432525,1071,BRIDGE,DESERT_TEMPLE
1718474315,1292489,1218,TREASURE,SHIPWRECK
1718474356,1475598,904,TREASURE,VILLAGE
1718511804,811232,1428,BRIDGE,SHIPWRECK
1718511821,565776,2047,BRIDGE,RUINED_PORTAL
1718511876,794361,1630,TREASURE,VILLAGE
1718512252,602481,1630,HOUSING,VILLAGE
1718512258,1148675,1965,TREASURE,BURIED_TREASURE
1718512331,1355941,930,BRIDGE,VILLAGE
1718512346,785748,1693,TREASURE,BURIED_TREASURE
1718512391,1139402,1406,STABLES,SHIPWRECK
1718512548,1653998,1270,BRIDGE,VILLAGE
1718512608,660785,1708,TREASURE,SHIPWRECK
1718512636,655342,2056,HOUSING,DESERT_TEMPLE
1718512865,883200,1505,BRIDGE,VILLAGE
1718512879,1416684,1129,STABLES,SHIPWRECK
1718513254,827319,1712,HOUSING,SHIPWRECK
1718513290,609612,1981,HOUSING,BURIED_TREASURE
1718513315,889800,1057,BRIDGE,RUINED_PORTAL
1718513343,917075,1639,BRIDGE,VILLAGE
1718513372,673046,1774,BRIDGE,BURIED_TREASURE
1718513486,841055,1556,HOUSING,BURIED_TREASURE
1718513639,928350,1235,TREASURE,DESERT_TEMPLE
1718513675,677496,1638,TREASURE,BURIED_TREASURE
1718513695,849480,1853,TREASURE,BURIED_TREASURE
1718513742,1048422,767,STABLES,RUINED_PORTAL
1718514019,575547,1822,TREASURE,BURIED_TREASURE
1718514145,842661,1730,STABLES,BURIED_TREASURE
1718514208,741917,1797,BRIDGE,BURIED_TREASURE
1718514474,951747,1445,BRIDGE,BURIED_TREASURE
1718514566,882767,1152,BRIDGE,VILLAGE
1718514908,652855,1977,TREASURE,BURIED_TREASURE
1718514988,1280596,1572,TREASURE,BURIED_TREASURE
1718515133,855847,1749,STABLES,SHIPWRECK
1718515396,1725200,1398,TREASURE,BURIED_TREASURE
1718515406,870025,1502,HOUSING,SHIPWRECK
1718515512,543566,1995,STABLES,BURIED_TREASURE
1718515576,569976,1373,BRIDGE,BURIED_TREASURE
1718515699,1036757,1167,BRIDGE,RUINED_PORTAL
1718515711,845224,1824,STABLES,DESERT_TEMPLE
1718515862,629771,1998,HOUSING,BURIED_TREASURE
1718515885,1036763,1001,STABLES,DESERT_TEMPLE
1718516337,604875,1369,STABLES,SHIPWRECK
1718516381,622446,1817,BRIDGE,BURIED_TREASURE
1718516404,597409,1394,HOUSING,BURIED_TREASURE
1718543117,1049905,1202,HOUSING,DESERT_TEMPLE
1718543152,885716,1264,HOUSING,SHIPWRECK
1718543229,781101,1407,TREASURE,RUINED_PORTAL
1718543306,583010,1887,TREASURE,BURIED_TREASURE
1718543562,1642046,1015,STABLES,SHIPWRECK
1718543800,761387,1485,HOUSING,BURIED_TREASURE
1718543822,753190,1723,HOUSING,BURIED_TREASURE
1718543935,707169,1331,BRIDGE,BURIED_TREASURE
1718544218,725169,1672,BRIDGE,DESERT_TEMPLE
1718544331,1107415,1073,STABLES,SHIPWRECK
1718544550,811365,1423,BRIDGE,SHIPWRECK
1718544565,1186453,959,TREASURE,SHIPWRECK
1718544658,811321,1224,HOUSING,DESERT_TEMPLE
1718544676,793679,1087,BRIDGE,SHIPWRECK
1718545005,930346,,STABLES,BURIED_TREASURE
1718545015,1330009,1041,TREASURE,VILLAGE
1718545193,748351,1682,STABLES,RUINED_PORTAL
1718545218,771516,1586,STABLES,BURIED_TREASURE
1718545505,1144444,793,HOUSING,SHIPWRECK
1718545613,903090,1247,HOUSING,SHIPWRECK
1718545685,1084555,1422,TREASURE,SHIPWRECK
1718545898,650294,1264,STABLES,SHIPWRECK
1718545989,614977,1703,STABLES,SHIPWRECK
1718546074,785061,1605,TREASURE,BURIED_TREASURE
1718546106,959729,1354,STABLES,BURIED_TREASURE
1718546107,1010698,1549,STABLES,SHIPWRECK
1718546293,645658,,BRIDGE,DESERT_TEMPLE
1718546362,854188,1280,BRIDGE,BURIED_TREASURE
1718546390,896996,1127,HOUSING,SHIPWRECK
1718546934,621099,1886,BRIDGE,BURIED_TREASURE
1718546951,1178821,1225,TREASURE,RUINED_PORTAL
1718547005,565079,2250,HOUSING,SHIPWRECK
1718547099,924459,1576,HOUSING,BURIED_TREASURE
1718547122,1041395,1243,TREASURE,BURIED_TREASURE
1718547175,1002553,1628,STABLES,BURIED_TREASURE
1718547381,743345,1656,HOUSING,BURIED_TREASURE
1718547388,959131,1305,BRIDGE,SHIPWRECK
1718547395,624782,1046,BRIDGE,DESERT_TEMPLE
1718547422,981678,1139,TREASURE,SHIPWRECK
1718574598,719009,1667,STABLES,SHIPWRECK
1718574672,1388516,1119,BRIDGE,VILLAGE
1718574725,875066,1186,BRIDGE,RUINED_PORTAL
1718575110,1228645,1008,TREASURE,SHIPWRECK
1718575132,733424,1439,TREASURE,DESERT_TEMPLE
1718575214,718613,1363,HOUSING,SHIPWRECK
1718575227,747356,1520,STABLES,SHIPWRECK
1718575308,894975,,STABLES,VILLAGE
1718575327,628103,1767,HOUSING,DESERT_TEMPLE
1718575464,1058459,1525,TREASURE,BURIED_TREASURE
1718575625,821369,1271,TREASURE,BURIED_TREASURE
1718576023,1199071,1114,BRIDGE,VILLAGE
1718576546,933753,1784,STABLES,DESERT_TEMPLE
1718576703,1024069,1232,BRIDGE,BURIED_TREASURE
1718576897,955454,1362,BRIDGE,BURIED_TREASURE
1718577037,650297,1391,TREASURE,VILLAGE
1718577130,785715,1553,STABLES,BURIED_TREASURE
1718577304,948478,,TREASURE,SHIPWRECK
1718577438,657759,1668,STABLES,SHIPWRECK
1718577521,922353,1331,TREASURE,BURIED_TREASURE
1718577628,1736438,886,HOUSING,DESERT_TEMPLE
1718577971,658325,1721,STABLES,SHIPWRECK
1718578185,1215781,1088,STABLES,VILLAGE
1718578256,970446,957,HOUSING,VILLAGE
1718578371,691745,1574,STABLES,BURIED_TREASURE
1718578392,1303375,1380,BRIDGE,DESERT_TEMPLE
1718578533,732639,1312,TREASURE,SHIPWRECK
1718578619,637546,1450,HOUSING,DESERT_TEMPLE
1718578740,644737,1994,STABLES,SHIPWRECK
1718579134,1496047,1112,HOUSING,SHIPWRECK
1718579221,1109485,,TREASURE,SHIPWRECK
1718579376,780902,1292,BRIDGE,BURIED_TREASURE
1718579439,673085,1656,STABLES,BURIED_TREASURE
1718579457,707214,1598,HOUSING,BURIED_TREASURE
1718579603,815388,1472,BRIDGE,BURIED_TREASURE
1718580160,601076,1581,HOUSING,BURIED_TREASURE
1718580167,521020,2006,BRIDGE,BURIED_TREASURE
1718580214,1381123,1171,BRIDGE,VILLAGE
1718580239,692440,1732,BRIDGE,SHIPWRECK
1718580406,802610,1402,STABLES,BURIED_TREASURE
1718580664,966289,1316,BRIDGE,RUINED_PORTAL
1718580840,802484,1332,TREASURE,BURIED_TREASURE
1718580896,819128,1157,STABLES,SHIPWRECK
1718581013,1604404,1064,BRIDGE,SHIPWRECK
1718581095,784610,1757,HOUSING,DESERT_TEMPLE
1718581139,850282,1487,HOUSING,RUINED_PORTAL
1718581266,1226729,1032,BRIDGE,RUINED_PORTAL
1718624994,806992,1446,HOUSING,BURIED_TREASURE
1718625157,946980,1182,TREASURE,BURIED_TREASURE
1718625161,1148761,1100,BRIDGE,VILLAGE
1718625197,1151491,1116,STABLES,RUINED_PORTAL
1718625427,900210,1578,HOUSING,SHIPWRECK
1718625495,783756,1375,TREASURE,BURIED_TREASURE
1718625552,1139094,1010,TREASURE,VILLAGE
1718625756,1151686,1152,HOUSING,SHIPWRECK
1718625870,929792,1227,STABLES,VILLAGE
1718625880,700095,1503,BRIDGE,BURIED_TREASURE
1718625940,880177,1399,STABLES,SHIPWRECK
1718626025,784317,1034,BRIDGE,VILLAGE
1718626143,1151943,1075,STABLES,VILLAGE
1718626375,735058,916,TREASURE,VILLAGE
1718626386,690993,1596,BRIDGE,DESERT_TEMPLE
1718626398,899846,1248,BRIDGE,DESERT_TEMPLE
1718626414,967783,1205,HOUSING,DESERT_TEMPLE
1718626494,908716,1267,STABLES,DESERT_TEMPLE
1718626607,1086116,1018,STABLES,VILLAGE
1718626760,733450,1519,HOUSING,BURIED_TREASURE
1718627055,989340,1249,HOUSING,BURIED_TREASURE
1718627077,842637,1308,BRIDGE,SHIPWRECK
1718627595,680008,1539,STABLES,VILLAGE
1718628033,617204,1357,TREASURE,BURIED_TREASURE
1718628174,947852,1085,BRIDGE,VILLAGE
1718628600,828098,1019,STABLES,VILLAGE
1718628648,1132884,1441,TREASURE,BURIED_TREASURE
1718628659,678616,1553,HOUSING,BURIED_TREASURE
1718628683,979134,890,STABLES,SHIPWRECK
1718628852,788867,1127,TREASURE,VILLAGE
1718629112,1142858,901,BRIDGE,VILLAGE
1718629169,1166490,1331,TREASURE,DESERT_TEMPLE
1718629537,950398,1096,TREASURE,SHIPWRECK
1718629718,661968,1613,HOUSING,VILLAGE
1718629726,2022403,1034,TREASURE,SHIPWRECK
1718658103,765511,1512,HOUSING,BURIED_TREASURE
1718658230,1140341,944,BRIDGE,VILLAGE
1718658287,670578,1455,BRIDGE,BURIED_TREASURE
1718658702,1142274,1439,STABLES,BURIED_TREASURE
1718658823,715230,1832,STABLES,BURIED_TREASURE
1718658859,842929,1352,STABLES,DESERT_TEMPLE
1718658894,884510,1275,TREASURE,VILLAGE
1718659035,742009,1664,TREASURE,VILLAGE
1718659079,1056153,1510,STABLES,VILLAGE
1718659163,961946,1501,STABLES,BURIED_TREASURE
1718659258,758229,1624,TREASURE,BURIED_TREASURE
1718659278,936006,1478,BRIDGE,BURIED_TREASURE
1718659323,1040133,951,TREASURE,VILLAGE
1718659572,821487,1455,TREASURE,BURIED_TREASURE
1718659696,788488,1940,STABLES,BURIED_TREASURE
1718659811,635168,1851,TREASURE,BURIED_TREASURE
1718659893,934316,1595,TREASURE,BURIED_TREASURE
1718659931,617848,1510,STABLES,SHIPWRECK
1718660022,811366,1529,HOUSING,BURIED_TREASURE
1718660131,712096,1640,TREASURE,SHIPWRECK
1718660409,788886,1483,STABLES,RUINED_PORTAL
1718660574,706440,1954,STABLES,BURIED_TREASURE
1718660666,589352,1531,TREASURE,SHIPWRECK
1718660676,1141988,1022,HOUSING,VILLAGE
1718660729,740537,1759,STABLES,BURIED_TREASURE
1718660939,1049737,1167,TREASURE,SHIPWRECK
1718661089,1041902,1471,HOUSING,BURIED_TREASURE
1718661427,865936,1499,BRIDGE,BURIED_TREASURE
1718661499,752179,1434,BRIDGE,SHIPWRECK
1718661572,763313,1848,TREASURE,BURIED_TREASURE
1718661974,1178266,1236,TREASURE,SHIPWRECK
1718661977,816184,1492,STABLES,VILLAGE
1718661986,1301482,1191,STABLES,BURIED_TREASURE
1718662180,1139226,939,BRIDGE,VILLAGE
1718662236,994872,1186,TREASURE,SHIPWRECK
1718662242,736403,1678,HOUSING,BURIED_TREASURE
1718662272,604651,1418,BRIDGE,BURIED_TREASURE
1718662341,871562,1625,BRIDGE,BURIED_TREASURE
1718662407,845563,1575,STABLES,DESERT_TEMPLE
1718662756,684796,1547,TREASURE,BURIED_TREASURE
1718662848,681738,1865,HOUSING,SHIPWRECK
1718662991,584579,1510,TREASURE,BURIED_TREASURE
1718663043,601682,1708,HOUSING,SHIPWRECK
1718706000,763031,1517,TREASURE,BURIED_TREASURE
1718706383,959622,1295,STABLES,BURIED_TREASURE
1718706387,1094888,1165,BRIDGE,SHIPWRECK
1718706910,867642,991,HOUSING,VILLAGE
1718706952,1019440,1323,STABLES,BURIED_TREASURE
1718707568,2137321,823,STABLES,RUINED_PORTAL
1718707617,1029951,1034,BRIDGE,DESERT_TEMPLE
1718707678,1349675,897,STABLES,SHIPWRECK
1718708002,973201,1301,TREASURE,SHIPWRECK
1718708235,820030,1183,BRIDGE,VILLAGE
1718708743,555620,1967,BRIDGE,BURIED_TREASURE
1718708758,962515,1356,HOUSING,VILLAGE
1718708950,731355,1317,BRIDGE,VILLAGE
1718709091,780863,1563,STABLES,BURIED_TREASURE
1718709535,751320,1547,STABLES,VILLAGE
1718709640,729781,1875,STABLES,BURIED_TREASURE
1718709777,1911831,918,STABLES,VILLAGE
1718709912,1061764,1361,BRIDGE,BURIED_TREASURE
1718710018,1093253,1130,TREASURE,VILLAGE
1718710145,1056205,1333,TREASURE,SHIPWRECK
1718710236,1110051,1233,STABLES,BURIED_TREASURE
1718710825,969925,1984,BRIDGE,SHIPWRECK
1718711175,960827,1352,STABLES,RUINED_PORTAL
1718711180,700950,1381,TREASURE,BURIED_TREASURE
1718711372,766505,1252,HOUSING,RUINED_PORTAL
1718711449,1134324,1149,BRIDGE,SHIPWRECK
1718711502,611073,1994,STABLES,BURIED_TREASURE
1718711592,766829,1364,BRIDGE,SHIPWRECK
1718711752,1048949,984,STABLES,VILLAGE
1718711761,666692,1272,HOUSING,SHIPWRECK
1718711855,1273070,1088,STABLES,VILLAGE
1718712218,554800,1804,TREASURE,BURIED_TREASURE
1718712225,1425786,1149,BRIDGE,VILLAGE
1718712254,682178,1888,BRIDGE,BURIED_TREASURE
1718712324,897964,1371,STABLES,BURIED_TREASURE
1718712538,683410,1667,STABLES,RUINED_PORTAL
1718738901,713572,1467,BRIDGE,RUINED_PORTAL
1718738907,798432,1655,STABLES,BURIED_TREASURE
1718738933,905366,1240,HOUSING,BURIED_TREASURE
1718739039,1277090,1255,TREASURE,DESERT_TEMPLE
1718739322,1120220,1223,HOUSING,RUINED_PORTAL
1718739370,619725,2020,HOUSING,BURIED_TREASURE
1718739377,813275,1701,STABLES,BURIED_TREASURE
1718739389,885086,1326,TREASURE,RUINED_PORTAL
1718739496,608693,1482,BRIDGE,SHIPWRECK
1718739625,1526059,1064,STABLES,VILLAGE
1718739640,674046,1447,HOUSING,DESERT_TEMPLE
1718739696,937797,1205,BRIDGE,BURIED_TREASURE
1718739757,670828,1976,STABLES,SHIPWRECK
1718739792,723642,1665,STABLES,SHIPWRECK
1718740216,558486,1731,BRIDGE,DESERT_TEMPLE
1718740403,678811,1387,TREASURE,SHIPWRECK
1718740464,620055,1502,HOUSING,BURIED_TREASURE
1718740470,938179,1576,BRIDGE,DESERT_TEMPLE
1718740517,715941,2041,STABLES,SHIPWRECK
1718740527,1006574,1325,STABLES,SHIPWRECK
1718740642,682184,1940,STABLES,BURIED_TREASURE
1718740696,848020,1465,BRIDGE,BURIED_TREASURE
1718740747,1151379,1102,BRIDGE,RUINED_PORTAL
1718740778,937837,1231,TREASURE,VILLAGE
1718740829,926372,1228,TREASURE,SHIPWRECK
1718740905,861761,1666,STABLES,BURIED_TREASURE
1718741069,871790,1782,BRIDGE,RUINED_PORTAL
1718741239,774889,1366,TREASURE,DESERT_TEMPLE
1718741424,794671,1753,TREASURE,SHIPWRECK
1718741433,691738,1770,TREASURE,SHIPWRECK
1718741475,1221414,1373,TREASURE,SHIPWRECK
1718741611,662718,1668,TREASURE,RUINED_PORTAL
1718741799,835963,1137,HOUSING,VILLAGE
1718741954,1101602,1169,BRIDGE,VILLAGE
1718741983,1952452,1099,BRIDGE,VILLAGE
1718741999,757129,1237,BRIDGE,DESERT_TEMPLE
1718742020,688671,2015,STABLES,SHIPWRECK
1718742269,1251765,1023,STABLES,VILLAGE
1718742273,730764,2058,TREASURE,SHIPWRECK
1718742502,823216,1952,STABLES,BURIED_TREASURE
1718742555,889711,1655,HOUSING,RUINED_PORTAL
1718742568,700539,1665,TREASURE,BURIED_TREASURE
1718742745,888942,1282,TREASURE,BURIED_TREASURE
1718742893,821302,1510,HOUSING,SHIPWRECK
1718742901,707214,1372,HOUSING,RUINED_PORTAL
1718743004,910012,1258,HOUSING,BURIED_TREASURE
1718743121,1008588,1659,STABLES,DESERT_TEMPLE
1718743131,578552,1972,STABLES,BURIED_TREASURE
1718743259,950120,1230,HOUSING,VILLAGE
1718743285,830045,1269,HOUSING,BURIED_TREASURE
1718789500,1279461,903,TREASURE,SHIPWRECK
1718789720,829724,1489,HOUSING,SHIPWRECK
1718790014,1135830,1440,STABLES,BURIED_TREASURE
1718790027,708645,1785,TREASURE,VILLAGE
1718790090,1025514,1223,STABLES,VILLAGE
1718790489,736616,1760,BRIDGE,SHIPWRECK
1718790512,1058685,1118,HOUSING,SHIPWRECK
1718790534,924344,1630,TREASURE,BURIED_TREASURE
1718790586,861694,1563,STABLES,SHIPWRECK
1718790824,690301,2039,TREASURE,BURIED_TREASURE
1718790890,753838,1181,HOUSING,VILLAGE
1718790894,805065,1643,BRIDGE,SHIPWRECK
1718791099,744678,1242,BRIDGE,RUINED_PORTAL
1718791137,962829,1383,TREASURE,VILLAGE
1718791213,657255,1778,TREASURE,SHIPWRECK
1718791277,605853,1507,BRIDGE,RUINED_PORTAL
1718791326,729467,1700,BRIDGE,SHIPWRECK
1718791898,951011,1656,TREASURE,SHIPWRECK
1718792029,635098,1719,STABLES,SHIPWRECK
1718792169,898209,1799,STABLES,BURIED_TREASURE
1718792274,1276993,1057,STABLES,DESERT_TEMPLE
1718792304,792772,1200,TREASURE,BURIED_TREASURE
1718792430,1087042,1161,BRIDGE,SHIPWRECK
1718792486,761127,1529,STABLES,BURIED_TREASURE
1718792846,627734,1762,HOUSING,BURIED_TREASURE
1718793332,580180,2050,STABLES,BURIED_TREASURE
1718793420,1585916,987,STABLES,SHIPWRECK
1718793484,1084011,1263,STABLES,BURIED_TREASURE
1718793786,864824,1065,BRIDGE,VILLAGE
1718793871,887916,988,TREASURE,DESERT_TEMPLE
1718793912,1317375,1152,HOUSING,DESERT_TEMPLE
1718794090,1515921,1181,BRIDGE,VILLAGE
1718794130,690044,1782,HOUSING,VILLAGE
1718794143,797591,1755,TREASURE,VILLAGE
1718794148,970661,1367,HOUSING,RUINED_PORTAL
1718794665,907435,1168,TREASURE,VILLAGE
1718794719,699744,1250,TREASURE,BURIED_TREASURE
1718794884,881562,1461,TREASURE,RUINED_PORTAL
1718794930,746754,1746,STABLES,RUINED_PORTAL
1718795009,815810,1589,STABLES,DESERT_TEMPLE
1718795327,980888,1417,STABLES,BURIED_TREASURE
1718795758,779233,1768,HOUSING,RUINED_PORTAL
1718795808,743984,1514,TREASURE,BURIED_TREASURE
1718795975,1266086,1230,STABLES,VILLAGE
1718796091,789340,1819,HOUSING,BURIED_TREASURE
1718796118,852434,1462,HOUSING,RUINED_PORTAL
1718822987,993970,1273,STABLES,BURIED_TREASURE
1718823047,700234,1692,BRIDGE,BURIED_TREASURE
1718823163,546580,2074,TREASURE,BURIED_TREASURE
1718823203,979957,1523,HOUSING,DESERT_TEMPLE
1718823206,614736,1638,BRIDGE,SHIPWRECK
1718823225,780459,1461,STABLES,DESERT_TEMPLE
1718823308,558072,1824,BRIDGE,DESERT_TEMPLE
1718823471,1061170,958,HOUSING,DESERT_TEMPLE
1718823619,811880,1376,HOUSING,BURIED_TREASURE
1718823701,743968,1367,STABLES,VILLAGE
1718823799,602273,1418,STABLES,SHIPWRECK
1718823809,506092,2007,HOUSING,BURIED_TREASURE
1718823946,1295999,1148,STABLES,DESERT_TEMPLE
1718823955,850066,1291,HOUSING,RUINED_PORTAL
1718823970,664536,1347,TREASURE,BURIED_TREASURE
1718824041,1008314,997,BRIDGE,RUINED_PORTAL
1718824058,701559,1887,TREASURE,SHIPWRECK
1718824124,778359,1659,BRIDGE,BURIED_TREASURE
1718824178,956748,1820,STABLES,BURIED_TREASURE
1718824182,1211210,967,STABLES,RUINED_PORTAL
1718824369,1070598,1376,TREASURE,SHIPWRECK
1718824521,1253238,1435,TREASURE,DESERT_TEMPLE
1718824570,959585,1216,BRIDGE,BURIED_TREASURE
1718824595,1194883,1655,TREASURE,BURIED_TREASURE
1718824697,1098842,1514,TREASURE,BURIED_TREASURE
1718824734,853966,1286,BRIDGE,BURIED_TREASURE
1718824799,671171,1491,BRIDGE,BURIED_TREASURE
1718824846,982304,1133,TREASURE,VILLAGE
1718824882,771155,1828,BRIDGE,BURIED_TREASURE
1718824920,736825,2028,HOUSING,DESERT_TEMPLE
1718825159,1116255,1394,BRIDGE,VILLAGE
1718825273,1073016,1039,BRIDGE,VILLAGE
1718825292,629152,1611,TREASURE,BURIED_TREASURE
1718825351,1291169,990,TREASURE,SHIPWRECK
1718825426,961798,1638,STABLES,SHIPWRECK
1718825625,870596,1294,BRIDGE,BURIED_TREASURE
