date,time,elo,bastion,ow
1682350829,1603794,977,,VILLAGE
1682351186,873976,1419,,SHIPWRECK
1682351189,2383485,1282,,SHIPWRECK
1682351267,710432,1521,,RUINED_PORTAL
1682351295,794770,1809,,SHIPWRECK
1682366257,1168759,941,,VILLAGE
1682366346,844629,1586,,SHIPWRECK
1682366453,1000891,1473,,RUINED_PORTAL
1682366487,1288813,1168,,VILLAGE
1682366552,1007910,1370,,SHIPWRECK
1682366653,958294,1317,,BURIED_TREASURE
1682366697,901063,1535,,SHIPWRECK
1682366901,903246,1983,,SHIPWRECK
1682366911,1090639,1433,,SHIPWRECK
1682367071,983443,1262,,BURIED_TREASURE
1682367248,944462,1170,,SHIPWRECK
1682367312,1135276,1059,,SHIPWRECK
1682367338,939196,1537,,BURIED_TREASURE
1682367498,797279,1339,,BURIED_TREASURE
1682367569,1039936,1604,,BURIED_TREASURE
1682367611,1152472,1188,,VILLAGE
1682367719,2716593,1049,,SHIPWRECK
1682367770,1102987,1185,,SHIPWRECK
1682368002,1913485,1100,,VILLAGE
1682368123,1002118,1266,,BURIED_TREASURE
1682368332,861357,1990,,RUINED_PORTAL
1682368380,1114172,1374,,SHIPWRECK
1682368429,1161348,1099,,VILLAGE
1682384891,868576,1491,,BURIED_TREASURE
1682385137,777735,1498,,BURIED_TREASURE
1682385150,1090277,1275,,BURIED_TREASURE
1682385562,1946424,1047,,RUINED_PORTAL
1682385893,1142189,1515,,BURIED_TREASURE
1682386005,784569,1523,,RUINED_PORTAL
1682386464,1484871,1102,,VILLAGE
1682386981,1195436,1294,,BURIED_TREASURE
1682387084,863472,1531,,SHIPWRECK
1682387091,1902312,1056,,RUINED_PORTAL
1682387108,742437,1392,,BURIED_TREASURE
1682387269,1210781,1057,,SHIPWRECK
1682387767,1399837,1297,,SHIPWRECK
1682387796,848522,1152,,VILLAGE
1682387994,866176,1553,,SHIPWRECK
1682388124,1493878,979,,SHIPWRECK
1682388555,802007,1230,,BURIED_TREASURE
1682388702,822591,1087,,RUINED_PORTAL
1682388721,859488,1440,,RUINED_PORTAL
1682388798,952149,1639,,SHIPWRECK
1682388892,1326670,1429,,SHIPWRECK
1682388969,911572,1531,,SHIPWRECK
1682420259,846595,1339,,SHIPWRECK
1682420503,1163861,1468,,SHIPWRECK
1682420848,1244392,1129,,VILLAGE
1682421003,1477239,914,,VILLAGE
1682421104,1902701,877,,VILLAGE
1682421573,852987,1729,,BURIED_TREASURE
1682421910,1496672,1166,,VILLAGE
1682422209,1132659,1143,,RUINED_PORTAL
1682423106,813681,1407,,SHIPWRECK
1682423476,1350116,793,,RUINED_PORTAL
1682424096,1624787,1505,,SHIPWRECK
1682424383,918044,1144,,VILLAGE
1682424430,2398377,1005,,SHIPWRECK
1682443567,1553462,1048,,SHIPWRECK
1682443573,979276,1536,,BURIED_TREASURE
1682443578,818826,1444,,BURIED_TREASURE
1682443790,1184884,1203,,DESERT_TEMPLE
1682443819,1658611,979,,VILLAGE
1682444481,740599,1384,,RUINED_PORTAL
1682444742,812525,1152,,RUINED_PORTAL
1682444755,1160597,1314,,SHIPWRECK
1682444778,1243414,1385,,RUINED_PORTAL
1682444893,984138,1289,,BURIED_TREASURE
1682445087,884934,1383,,SHIPWRECK
1682445302,773456,1600,,DESERT_TEMPLE
1682445303,874377,1211,,BURIED_TREASURE
1682445397,1690691,987,,VILLAGE
1682445421,1385011,963,,VILLAGE
1682445845,1000544,1188,,VILLAGE
1682445960,1179085,,,SHIPWRECK
1682446088,1093422,1203,,BURIED_TREASURE
1682446131,1740481,1363,,SHIPWRECK
1682446140,1649530,923,,VILLAGE
1682446158,810485,1760,,RUINED_PORTAL
1682446167,1118424,1399,,BURIED_TREASURE
1682446184,830425,1621,,BURIED_TREASURE
1682446286,1115486,1344,,SHIPWRECK
1682461679,995316,1232,,SHIPWRECK
1682461949,973642,1549,,SHIPWRECK
1682462019,969477,1279,,BURIED_TREASURE
1682462020,914842,1288,,SHIPWRECK
1682462158,853061,1954,,DESERT_TEMPLE
1682462298,889445,1711,,DESERT_TEMPLE
1682462600,936682,1667,,BURIED_TREASURE
1682462665,999175,1629,,SHIPWRECK
1682462795,1417188,1287,,BURIED_TREASURE
1682462914,1675130,1112,,SHIPWRECK
1682463032,661262,1724,,BURIED_TREASURE
1682463077,1446277,1035,,VILLAGE
1682463261,1005881,1562,,SHIPWRECK
1682463423,975762,1485,,SHIPWRECK
1682463628,984682,1277,,VILLAGE
1682463860,990725,1578,,SHIPWRECK
1682464277,812513,1529,,SHIPWRECK
1682464309,963216,1143,,RUINED_PORTAL
1682493891,798178,2140,,BURIED_TREASURE
1682493966,830667,1477,,SHIPWRECK
1682493973,896308,1449,,SHIPWRECK
1682497368,809237,1462,,SHIPWRECK
1682497780,1048076,1512,,VILLAGE
1682498473,954016,1461,,BURIED_TREASURE
1682498479,731550,1600,,SHIPWRECK
1682498895,928374,1059,,VILLAGE
1682499425,886314,2152,,BURIED_TREASURE
1682499952,953209,1286,,DESERT_TEMPLE
1682500152,682968,1880,,VILLAGE
1682501213,1288490,1000,,RUINED_PORTAL
1682501217,958197,1600,,SHIPWRECK
1682501597,682917,2157,,DESERT_TEMPLE
1682501864,1575489,1208,,BURIED_TREASURE
1682502459,1674304,1049,,SHIPWRECK
1682502869,993676,1407,,VILLAGE
1682502957,792839,1441,,SHIPWRECK
1682503761,1431378,2164,,BURIED_TREASURE
1682503883,1113920,1256,,SHIPWRECK
1682504265,877715,1422,,DESERT_TEMPLE
1682505184,1207312,1053,,DESERT_TEMPLE
1682505430,1028762,1572,,VILLAGE
1682506799,989318,1424,,VILLAGE
1682506842,841501,1587,,BURIED_TREASURE
1682507457,1670632,1046,,VILLAGE
1682507609,1322073,1057,,VILLAGE
1682507775,2499264,775,,VILLAGE
1682508079,1058242,1223,,VILLAGE
1682528927,744741,1420,,SHIPWRECK
1682529266,1177889,1176,,DESERT_TEMPLE
1682529271,1247084,1273,,RUINED_PORTAL
1682529280,2310322,989,,SHIPWRECK
1682529287,679712,2183,,VILLAGE
1682529452,2210504,1311,,BURIED_TREASURE
1682529565,996099,1543,,BURIED_TREASURE
1682529822,843413,1254,,RUINED_PORTAL
1682530089,1217444,1583,,BURIED_TREASURE
1682530315,978286,1655,,SHIPWRECK
1682530513,827293,2189,,BURIED_TREASURE
1682530641,1620669,1189,,SHIPWRECK
1682530762,1575358,1202,,BURIED_TREASURE
1682530773,1384060,1174,,VILLAGE
1682530822,988374,1453,,SHIPWRECK
1682530939,1655760,1487,,BURIED_TREASURE
1682531212,879669,1605,,SHIPWRECK
1682531282,1066168,1471,,BURIED_TREASURE
1682546841,1225758,1127,,VILLAGE
1682547140,991524,879,,VILLAGE
1682547198,804924,1542,,SHIPWRECK
1682547274,786352,1460,,VILLAGE
1682547288,973562,1533,,SHIPWRECK
1682547312,690949,1613,,RUINED_PORTAL
1682547641,799682,1405,,BURIED_TREASURE
1682547805,742811,1619,,SHIPWRECK
1682547813,1024192,1862,,RUINED_PORTAL
1682548166,787333,1530,,SHIPWRECK
1682548231,1065756,1027,,SHIPWRECK
1682548349,830264,1261,,VILLAGE
1682548366,979513,1631,,SHIPWRECK
1682548523,755309,1248,,RUINED_PORTAL
1682548554,906621,1417,,BURIED_TREASURE
1682548618,1271799,1202,,RUINED_PORTAL
1682548733,1314112,1165,,SHIPWRECK
1682548848,915217,1700,,SHIPWRECK
1682548884,624186,1550,,BURIED_TREASURE
1682549416,1544788,1072,,DESERT_TEMPLE
1682549536,899914,1646,,DESERT_TEMPLE
1682549707,902199,1466,,BURIED_TREASURE
1682549713,1209661,1480,,SHIPWRECK
1682549774,835675,1735,,BURIED_TREASURE
1682549909,1105274,1202,,SHIPWRECK
1682549918,1113733,1163,,RUINED_PORTAL
1682549962,1294092,1121,,SHIPWRECK
1682579648,1008675,1782,,SHIPWRECK
1682580446,2704973,926,,SHIPWRECK
1682580927,1113804,1332,,SHIPWRECK
1682581483,672702,1771,,BURIED_TREASURE
1682581550,1018455,1347,,VILLAGE
1682581584,774660,1626,,BURIED_TREASURE
1682582062,1092275,1412,,BURIED_TREASURE
1682582463,1692730,,,VILLAGE
1682583438,745709,1786,,BURIED_TREASURE
1682584265,769739,1708,,BURIED_TREASURE
1682584335,1363723,1188,,VILLAGE
1682584396,757269,2212,,RUINED_PORTAL
1682585347,845012,2217,,BURIED_TREASURE
1682585429,905719,1700,,BURIED_TREASURE
1682586449,1338709,1130,,VILLAGE
1682586596,840740,1797,,SHIPWRECK
1682587268,1216757,,,DESERT_TEMPLE
1682587869,1489238,1017,,VILLAGE
1682588526,751722,1053,,VILLAGE
1682614785,1671171,,,DESERT_TEMPLE
1682614788,662587,1504,,SHIPWRECK
1682614825,728147,1581,,BURIED_TREASURE
1682614834,1280937,1437,,SHIPWRECK
1682614880,819270,1376,,RUINED_PORTAL
1682614914,700153,1702,,VILLAGE
1682614969,659559,1450,,BURIED_TREASURE
1682615134,990231,1120,,VILLAGE
1682615246,2102994,848,,RUINED_PORTAL
1682615260,885549,1023,,SHIPWRECK
1682615302,2359287,1025,,RUINED_PORTAL
1682615392,897688,1191,,BURIED_TREASURE
1682615402,650377,1913,,BURIED_TREASURE
1682615438,1013689,1301,,VILLAGE
1682615637,705739,1809,,VILLAGE
1682615789,953477,1597,,BURIED_TREASURE
1682616042,873293,1728,,VILLAGE
1682616066,1485613,1315,,RUINED_PORTAL
1682616131,996215,1391,,SHIPWRECK
1682616238,1186814,1248,,RUINED_PORTAL
1682616338,788379,1922,,BURIED_TREASURE
1682616349,811136,1256,,RUINED_PORTAL
1682616387,699433,1693,,SHIPWRECK
1682616747,817515,1614,,SHIPWRECK
1682616795,1184488,1213,,SHIPWRECK
1682616970,780523,1554,,SHIPWRECK
1682617142,735765,1938,,VILLAGE
1682617247,1115815,1532,,VILLAGE
1682634889,989607,1516,,SHIPWRECK
1682634997,930795,1476,,SHIPWRECK
1682635076,724616,1687,,BURIED_TREASURE
1682635146,1709269,1559,,BURIED_TREASURE
1682635324,946704,1452,,SHIPWRECK
1682635577,1376150,993,,VILLAGE
1682635600,1026374,1207,,SHIPWRECK
1682635852,887253,1413,,SHIPWRECK
1682635853,1460940,1087,,VILLAGE
1682635853,947811,1286,,DESERT_TEMPLE
1682635947,820556,1393,,BURIED_TREASURE
1682636042,886014,1459,,SHIPWRECK
1682636237,1824730,1231,,VILLAGE
1682636397,1101184,1091,,BURIED_TREASURE
1682636616,1038701,1532,,SHIPWRECK
1682636755,1383564,1119,,SHIPWRECK
1682637036,944123,1779,,SHIPWRECK
1682637047,1065879,1393,,SHIPWRECK
1682637514,760279,1460,,BURIED_TREASURE
1682669251,1975399,996,,DESERT_TEMPLE
1682669452,1083560,1486,,SHIPWRECK
1682669888,1557503,1003,,SHIPWRECK
1682669991,1979194,1150,,VILLAGE
1682670138,1093029,1073,,VILLAGE
1682670402,950526,1196,,VILLAGE
1682670458,997634,987,,VILLAGE
1682670477,1329577,1055,,SHIPWRECK
1682670507,806958,2170,,SHIPWRECK
1682670518,715085,1752,,BURIED_TREASURE
1682670542,807838,1511,,VILLAGE
1682671216,641263,1774,,VILLAGE
1682671560,1190544,1128,,VILLAGE
1682671655,1050326,1187,,BURIED_TREASURE
1682672054,935548,,,RUINED_PORTAL
1682672192,1334698,1022,,SHIPWRECK
1682672357,1176300,1287,,VILLAGE
1682672398,1416834,1162,,VILLAGE
1682673032,904676,1286,,BURIED_TREASURE
1682673260,2208317,1118,,VILLAGE
1682673474,1027362,1382,,SHIPWRECK
1682674143,953417,1229,,SHIPWRECK
1682674343,1350250,1082,,BURIED_TREASURE
1682675062,1082811,1395,,BURIED_TREASURE
1682675220,1100651,1126,,SHIPWRECK
1682675352,963972,1253,,BURIED_TREASURE
1682675408,1749818,1030,,BURIED_TREASURE
1682694657,1272982,1443,,DESERT_TEMPLE
1682694731,1264985,1268,,VILLAGE
1682694753,922268,1443,,BURIED_TREASURE
1682694777,1598561,1098,,RUINED_PORTAL
1682694783,2471477,1464,,BURIED_TREASURE
1682694839,1194162,1229,,DESERT_TEMPLE
1682695052,1025959,1614,,SHIPWRECK
1682695052,858788,1340,,VILLAGE
1682695076,798079,1553,,DESERT_TEMPLE
1682695218,1175924,1474,,BURIED_TREASURE
1682695300,1474380,1000,,SHIPWRECK
1682695328,804944,1296,,VILLAGE
1682695363,941696,1212,,SHIPWRECK
1682695377,846978,1467,,DESERT_TEMPLE
1682695397,1004444,1141,,SHIPWRECK
1682695503,708674,1464,,BURIED_TREASURE
1682695933,1059175,1454,,VILLAGE
1682695986,849675,1635,,BURIED_TREASURE
1682696204,1169853,1286,,DESERT_TEMPLE
1682696323,995469,1489,,SHIPWRECK
1682696441,1004466,1458,,BURIED_TREASURE
1682696481,1387345,1249,,BURIED_TREASURE
1682696485,971795,1237,,RUINED_PORTAL
1682696523,973717,1493,,BURIED_TREASURE
1682696529,1326151,1131,,SHIPWRECK
1682696571,2101794,841,,VILLAGE
1682696646,1224973,1055,,VILLAGE
1682696654,1017419,1445,,BURIED_TREASURE
1682696722,1616940,998,,RUINED_PORTAL
1682696863,1887373,1087,,SHIPWRECK
1682696872,1207921,1171,,SHIPWRECK
1682697001,972795,1802,,BURIED_TREASURE
1682697118,819995,1456,,BURIED_TREASURE
1682697292,1012788,1592,,RUINED_PORTAL
1682711606,1071532,1315,,SHIPWRECK
1682711615,866274,1439,,SHIPWRECK
1682712011,980790,1345,,SHIPWRECK
1682712146,1064458,1234,,SHIPWRECK
1682712183,896351,1441,,SHIPWRECK
1682712183,1259266,1207,,DESERT_TEMPLE
1682712222,756497,1614,,SHIPWRECK
1682712262,832251,1627,,DESERT_TEMPLE
1682712348,865809,2114,,SHIPWRECK
1682712574,912896,1327,,DESERT_TEMPLE
1682712755,872009,1562,,BURIED_TREASURE
1682713003,1406599,1334,,DESERT_TEMPLE
1682713055,1000023,1383,,BURIED_TREASURE
1682713213,973428,1337,,SHIPWRECK
1682713220,803881,1846,,DESERT_TEMPLE
1682713256,969245,1609,,VILLAGE
1682713325,794891,1635,,VILLAGE
1682713334,1042011,1328,,SHIPWRECK
1682713503,1309486,1107,,VILLAGE
1682713523,720811,1405,,BURIED_TREASURE
1682713568,768071,2122,,BURIED_TREASURE
1682713606,987102,1348,,VILLAGE
1682713652,1417006,1103,,DESERT_TEMPLE
1682713740,1265060,1459,,SHIPWRECK
1682713774,1016263,1499,,RUINED_PORTAL
1682713791,1266977,1292,,BURIED_TREASURE
1682713891,1921601,1003,,SHIPWRECK
1682713924,654786,1861,,SHIPWRECK
1682713975,830070,1369,,SHIPWRECK
1682714077,818164,1484,,DESERT_TEMPLE
1682714083,1155571,1367,,DESERT_TEMPLE
1682714088,1043691,1221,,BURIED_TREASURE
1682714105,790459,1624,,BURIED_TREASURE
1682729661,1248810,1298,,VILLAGE
1682729750,799539,1642,,SHIPWRECK
1682729797,1340882,969,,SHIPWRECK
1682730234,1039250,1213,,VILLAGE
1682730281,804531,1241,,BURIED_TREASURE
1682730297,1768248,1085,,VILLAGE
1682730422,1345921,1097,,DESERT_TEMPLE
1682730669,875871,1775,,VILLAGE
1682730937,773886,1505,,BURIED_TREASURE
1682731319,784649,1376,,BURIED_TREASURE
1682731335,729889,1477,,VILLAGE
1682731389,913680,1190,,SHIPWRECK
1682731446,908086,1775,,BURIED_TREASURE
1682731524,1094188,1136,,SHIPWRECK
1682731774,936530,1157,,VILLAGE
1682731991,921247,1496,,RUINED_PORTAL
1682732048,817009,1791,,BURIED_TREASURE
1682732147,765522,1621,,SHIPWRECK
1682732465,1469417,1154,,BURIED_TREASURE
1682732484,1049391,1293,,VILLAGE
1682732564,1541602,1121,,VILLAGE
1682732564,1240250,1142,,RUINED_PORTAL
1682732785,891900,1731,,BURIED_TREASURE
1682732845,1286010,1134,,SHIPWRECK
1682732999,775943,1866,,BURIED_TREASURE
1682756322,896149,1172,,VILLAGE
1682756398,1500830,809,,DESERT_TEMPLE
1682756412,1398338,1219,,VILLAGE
1682756431,737500,1378,,DESERT_TEMPLE
1682756578,1043702,1382,,SHIPWRECK
1682756692,988320,1287,,SHIPWRECK
1682756801,729050,1523,,SHIPWRECK
1682757092,928137,1514,,BURIED_TREASURE
1682757220,1096188,1575,,BURIED_TREASURE
1682757236,895144,1404,,SHIPWRECK
1682757336,855508,1389,,BURIED_TREASURE
1682757484,1277072,1193,,SHIPWRECK
1682757516,1147253,1193,,BURIED_TREASURE
1682757639,741413,2048,,VILLAGE
1682757819,947595,1483,,BURIED_TREASURE
1682757943,671489,1891,,BURIED_TREASURE
1682758119,1013006,1286,,BURIED_TREASURE
1682758198,1056043,1460,,SHIPWRECK
1682758306,925447,1529,,BURIED_TREASURE
1682758493,1404014,,,SHIPWRECK
1682758819,660005,2063,,BURIED_TREASURE
1682758950,1162354,1176,,SHIPWRECK
1682758968,1245441,1186,,VILLAGE
1682759009,1497025,1218,,VILLAGE
1682759226,1331480,1398,,SHIPWRECK
1682759255,1899707,1140,,VILLAGE
1682759300,951177,1388,,BURIED_TREASURE
1682777489,1048086,1587,,SHIPWRECK
1682777722,691057,1574,,VILLAGE
1682777846,776812,1568,,BURIED_TREASURE
1682777920,992361,1287,,DESERT_TEMPLE
1682777982,1217452,1200,,VILLAGE
1682778158,1804610,1131,,RUINED_PORTAL
1682778337,1147943,1277,,RUINED_PORTAL
1682778397,881898,1343,,DESERT_TEMPLE
1682778471,824414,1870,,BURIED_TREASURE
1682778637,891365,1353,,VILLAGE
1682778675,956573,1110,,SHIPWRECK
1682778807,2322293,986,,VILLAGE
1682778901,903483,1506,,DESERT_TEMPLE
1682778915,2030611,1016,,VILLAGE
1682779175,868946,1445,,SHIPWRECK
1682779483,962887,1588,,BURIED_TREASURE
1682779583,902451,1358,,SHIPWRECK
1682779617,967569,1199,,RUINED_PORTAL
1682779664,1756600,1151,,VILLAGE
1682779697,955018,1523,,RUINED_PORTAL
1682779940,1547655,841,,VILLAGE
1682780045,979484,997,,SHIPWRECK
1682780146,1062695,1354,,RUINED_PORTAL
1682794040,1678027,999,,SHIPWRECK
1682794157,990672,1256,,SHIPWRECK
1682794421,965346,1437,,VILLAGE
1682794430,1427866,1170,,SHIPWRECK
1682794432,1472378,990,,SHIPWRECK
1682794447,1268746,1012,,VILLAGE
1682794564,1741635,866,,DESERT_TEMPLE
1682794656,1142705,1377,,BURIED_TREASURE
1682794902,887598,1383,,SHIPWRECK
1682794958,1014319,1427,,SHIPWRECK
1682795056,797711,1075,,VILLAGE
1682795075,1626932,1083,,SHIPWRECK
1682795131,726007,1807,,SHIPWRECK
1682795336,883321,1905,,VILLAGE
1682795400,1287510,1296,,SHIPWRECK
1682795434,1090006,1409,,BURIED_TREASURE
1682795502,1600829,1306,,SHIPWRECK
1682795612,1767097,1238,,VILLAGE
1682810129,816318,1303,,BURIED_TREASURE
1682810210,821548,1814,,SHIPWRECK
1682810274,1313545,1168,,BURIED_TREASURE
1682810416,804111,1147,,VILLAGE
1682810449,1057395,1042,,VILLAGE
1682810511,944681,1249,,VILLAGE
1682810532,902972,1798,,DESERT_TEMPLE
1682810567,1175331,1264,,DESERT_TEMPLE
1682810710,733879,1905,,BURIED_TREASURE
1682810826,777696,1688,,RUINED_PORTAL
1682811000,1440914,1240,,BURIED_TREASURE
1682811151,821625,1180,,SHIPWRECK
1682811230,1496062,1085,,DESERT_TEMPLE
1682811345,894071,1564,,RUINED_PORTAL
1682811442,1090840,1121,,RUINED_PORTAL
1682811457,689268,1929,,RUINED_PORTAL
1682811565,977416,1408,,DESERT_TEMPLE
1682811640,739964,1757,,SHIPWRECK
1682811883,938662,1466,,RUINED_PORTAL
1682812262,1067708,1273,,BURIED_TREASURE
1682812490,1035101,1300,,VILLAGE
1682812578,1018742,1405,,BURIED_TREASURE
1682812787,1099809,1638,,SHIPWRECK
1682813085,1019383,1773,,SHIPWRECK
1682813158,1514221,797,,SHIPWRECK
1682813578,910160,1227,,BURIED_TREASURE
1682813797,1544137,1132,,SHIPWRECK
1682813825,990844,1650,,BURIED_TREASURE
1682836827,538764,1899,,BURIED_TREASURE
1682836969,1175379,1465,,RUINED_PORTAL
1682837359,1097980,1347,,SHIPWRECK
1682837636,1064143,1115,,RUINED_PORTAL
1682837737,1331861,1093,,SHIPWRECK
1682837764,902251,1595,,SHIPWRECK
1682837824,875666,1895,,BURIED_TREASURE
1682838063,1292419,1274,,SHIPWRECK
1682838170,1232064,1010,,SHIPWRECK
1682838189,780960,1190,,VILLAGE
1682838294,1149399,1561,,VILLAGE
1682838473,1349165,1481,,RUINED_PORTAL
1682838646,745716,1911,,BURIED_TREASURE
1682838908,720191,1778,,VILLAGE
1682838932,959462,1305,,VILLAGE
1682839127,1338239,1294,,BURIED_TREASURE
1682839278,911154,1601,,BURIED_TREASURE
1682839279,1121603,1239,,SHIPWRECK
1682839323,965575,1312,,BURIED_TREASURE
1682839587,837364,1499,,SHIPWRECK
1682839787,768005,1905,,SHIPWRECK
1682839838,955183,1144,,BURIED_TREASURE
1682839956,1648435,1038,,VILLAGE
1682840083,1122196,1123,,VILLAGE
1682840110,719824,1554,,RUINED_PORTAL
1682840147,977576,1803,,BURIED_TREASURE
1682840165,1472025,1215,,DESERT_TEMPLE
1682840317,856896,1057,,RUINED_PORTAL
1682840388,1264151,,,VILLAGE
1682840414,1397595,1142,,SHIPWRECK
1682840513,686335,1679,,VILLAGE
1682840981,1409369,1152,,BURIED_TREASURE
1682841056,1420019,1064,,VILLAGE
1682841111,941104,1566,,BURIED_TREASURE
1682841323,926752,1827,,SHIPWRECK
1682841398,1161600,1462,,VILLAGE
1682841406,925250,1237,,VILLAGE
1682841512,1129319,1030,,DESERT_TEMPLE
1682841879,1075988,1524,,SHIPWRECK
1682841881,1028173,1185,,VILLAGE
1682841962,1161419,1084,,DESERT_TEMPLE
1682866545,676941,1660,,DESERT_TEMPLE
1682866586,1045531,1941,,BURIED_TREASURE
1682866830,739417,1640,,RUINED_PORTAL
1682866996,967750,946,,VILLAGE
1682867173,1288295,1087,,SHIPWRECK
1682867222,1184685,,,BURIED_TREASURE
1682867358,1163268,1374,,SHIPWRECK
1682867612,1054093,1213,,SHIPWRECK
1682867966,1158832,1341,,SHIPWRECK
1682868014,2332712,950,,DESERT_TEMPLE
1682868354,946865,1652,,RUINED_PORTAL
1682868469,928162,2033,,DESERT_TEMPLE
1682868492,900715,1624,,BURIED_TREASURE
1682868656,697971,1494,,VILLAGE
1682880978,858486,1238,,BURIED_TREASURE
1682880980,874197,1491,,DESERT_TEMPLE
1682881284,920799,1375,,BURIED_TREASURE
1682881561,864734,1652,,BURIED_TREASURE
1682881743,775657,1545,,RUINED_PORTAL
1682881883,1047285,1355,,BURIED_TREASURE
1682881990,1424814,1457,,SHIPWRECK
1682882236,1251430,1547,,SHIPWRECK
1682882346,1608897,1013,,VILLAGE
1682882395,1685958,1189,,DESERT_TEMPLE
1682882520,1133034,1590,,RUINED_PORTAL
1682882526,1159394,1515,,BURIED_TREASURE
1682882543,1168560,1014,,VILLAGE
1682882628,1296863,1211,,RUINED_PORTAL
1682882819,752349,1369,,SHIPWRECK
1682882872,1574683,1106,,VILLAGE
1682883265,983559,1300,,BURIED_TREASURE
1682883345,809465,1560,,SHIPWRECK
1682883442,847725,1669,,VILLAGE
1682897064,1244556,978,,DESERT_TEMPLE
1682897106,909891,,,RUINED_PORTAL
1682897312,2146908,1142,,SHIPWRECK
1682897358,819968,1456,,SHIPWRECK
1682897575,946020,1400,,BURIED_TREASURE
1682897931,1567397,956,,VILLAGE
1682897955,833437,1535,,DESERT_TEMPLE
1682898088,956596,1662,,DESERT_TEMPLE
1682898153,1155491,858,,SHIPWRECK
1682898298,1480089,1091,,DESERT_TEMPLE
1682898345,878940,1443,,BURIED_TREASURE
1682898451,1072077,1196,,RUINED_PORTAL
1682898578,1663167,1170,,SHIPWRECK
1682898631,1265805,1160,,SHIPWRECK
1682898763,1362859,,,SHIPWRECK
1682899423,1013543,1465,,SHIPWRECK
1682899438,833393,1197,,DESERT_TEMPLE
1682899679,1323511,1280,,SHIPWRECK
1682899964,1432833,1110,,VILLAGE
1682932157,892483,1902,,SHIPWRECK
1682932171,680721,1652,,RUINED_PORTAL
1682932563,1000909,1431,,DESERT_TEMPLE
1682932611,1380427,1136,,SHIPWRECK
1682932883,1386687,1150,,SHIPWRECK
1682933019,797280,1694,,BURIED_TREASURE
1682933157,682950,1912,,RUINED_PORTAL
1682933484,873393,1444,,BURIED_TREASURE
1682933748,1245015,1215,,SHIPWRECK
1682933847,1541346,1199,,SHIPWRECK
1682934674,794531,1662,,SHIPWRECK
1682935476,1362711,1121,,SHIPWRECK
1682935620,684477,1735,,BURIED_TREASURE
1682935994,874526,1682,,BURIED_TREASURE
1682954174,1350573,1154,,BURIED_TREASURE
1682954374,638413,1571,,BURIED_TREASURE
1682954398,1034289,1918,,BURIED_TREASURE
1682954535,1145946,1196,,VILLAGE
1682954614,1519380,1273,,SHIPWRECK
1682955217,1400534,1247,,VILLAGE
1682955303,850062,1594,,SHIPWRECK
1682955328,889580,1726,,BURIED_TREASURE
1682955935,1348826,1254,,SHIPWRECK
1682956176,956868,1408,,SHIPWRECK
1682956256,908866,2067,,SHIPWRECK
1682956393,1057107,1435,,BURIED_TREASURE
1682956430,1355047,1105,,VILLAGE
1682956562,1567602,,,RUINED_PORTAL
1682956957,1434196,1288,,DESERT_TEMPLE
1682956962,893146,1928,,BURIED_TREASURE
1682957004,1033204,1190,,RUINED_PORTAL
1682957053,1916408,1020,,SHIPWRECK
1682957098,718646,2074,,BURIED_TREASURE
1682957315,1019122,1374,,SHIPWRECK
1682957316,955354,1603,,BURIED_TREASURE
1682957419,1592114,1030,,VILLAGE
1682957456,924277,1285,,SHIPWRECK
1682971114,998797,1325,,BURIED_TREASURE
1682971358,730744,1893,,VILLAGE
1682971426,943934,1164,,VILLAGE
1682971449,1475878,1177,,VILLAGE
1682971489,879793,1577,,BURIED_TREASURE
1682971512,584031,1834,,BURIED_TREASURE
1682971517,754403,1456,,SHIPWRECK
1682971734,759722,1491,,VILLAGE
1682972094,988915,1217,,SHIPWRECK
1682972102,1290943,1020,,VILLAGE
1682972265,692820,2009,,BURIED_TREASURE
1682972269,709658,1918,,RUINED_PORTAL
1682972335,1107296,1320,,BURIED_TREASURE
1682972357,1056374,1428,,SHIPWRECK
1682972468,2183470,1121,,VILLAGE
1682972604,1197885,1142,,VILLAGE
1682972879,967792,1373,,BURIED_TREASURE
1682972957,1283109,1176,,SHIPWRECK
1682972996,993639,1583,,VILLAGE
1682972998,683088,2023,,RUINED_PORTAL
1682973106,780607,1931,,BURIED_TREASURE
1682973226,938739,1484,,DESERT_TEMPLE
1682973287,1374435,1030,,VILLAGE
1682973408,898185,1321,,VILLAGE
1682989933,1004303,1543,,BURIED_TREASURE
1682989983,772049,1830,,VILLAGE
1682990074,892809,1222,,BURIED_TREASURE
1682990190,1185196,1217,,VILLAGE
1682990304,1891677,908,,VILLAGE
1682990452,994899,1492,,SHIPWRECK
1682990793,1450559,1221,,SHIPWRECK
1682991142,1166778,1105,,VILLAGE
1682991289,1340721,1413,,BURIED_TREASURE
1682991410,979182,1384,,RUINED_PORTAL
1682991546,1338091,1010,,VILLAGE
1682991615,1702285,1082,,VILLAGE
1682991729,1548533,1247,,VILLAGE
1682991801,1678446,1173,,VILLAGE
1682991814,823885,1355,,SHIPWRECK
1682991895,1094418,1192,,VILLAGE
1682991981,917869,1175,,VILLAGE
1682992777,1008603,1381,,DESERT_TEMPLE
1682992857,802946,1534,,BURIED_TREASURE
1682992888,1083352,1132,,VILLAGE
1682993201,1074144,1335,,BURIED_TREASURE
1682993387,1030247,1190,,VILLAGE
1682993402,1345364,,,DESERT_TEMPLE
