974744,1207,91.6
974927,1168,26.3
975488,1345,4.3
976306,1244,40
976412,1369,63.6
976822,1303,5.3
976825,1458,28.6
977774,1063,91.7
978465,1078,80
979092,1139,26.5
979118,1215,78.9
980120,1222,36.1
981196,1419,53.8
981569,1196,70.9
981725,1244,41.2
982452,1237,82.1
982533,1294,59.6
983324,1232,73
984671,1433,54.5
985105,1375,0
985643,1101,94.9
985665,1078,66.7
985670,1458,6.7
985929,1325,73.7
986445,1403,9.5
986812,1042,93
987087,1373,19
987617,1155,48.1
988125,1303,84.5
988523,1170,84.6
988756,1352,56.3
989115,1230,50
989760,1200,0
990213,1099,73.3
991182,1068,35.3
992083,1103,63
992319,1135,45.5
992659,1255,11.8
992726,1317,43
993125,1207,100
995331,1361,20.5
995436,1238,75.6
995526,1161,74.1
995815,1396,16.1
995955,1323,34
996189,1263,68.2
996409,1470,62.9
997030,1243,88.9
997100,1279,27.5
997111,993,82.3
997389,1077,40.9
998230,1422,16.7
998651,1180,70.8
999990,1159,59.7
1000535,1262,39
1001264,1182,88.9
1001466,1174,67.5
1002519,1401,0
1002669,1300,16.7
1002880,1152,29.4
1003423,1256,30.3
1003758,1333,33.3
1004435,1082,55.6
1004489,1284,55.7
1005851,1091,65.4
1006278,1219,67.9
1006500,1282,43.8
1006918,1300,33.3
1007092,1031,89.1
1007565,965,50
1007931,1242,68.6
1008094,1090,50
1008419,1345,21.5
1008910,1157,0
1009462,1224,33.3
1009829,913,100
1010233,1208,82.6
1010875,1164,42
1011078,1251,57.1
1011128,1271,81.3
1011279,1085,94.6
1011707,1006,61.5
1012440,1363,14.3
1012850,1194,48.9
1012939,970,60
1014082,1191,80
1014614,999,75
1014697,1121,70
1014890,1263,77.8
1015163,1231,75
1015615,951,100
1015633,1192,73.3
1015779,1126,72.4
1016856,1025,93.3
1016883,1094,52.6
1018240,972,75
1018849,1241,18.5
1019187,920,95.9
1019365,1122,50
1020063,655,100
1020261,1131,90
1021729,1218,51.2
1022328,1099,70
1022509,1087,90
1022631,1096,66.7
1023846,992,87
1023895,1094,73.3
1024111,1370,36.7
1024111,1331,14.3
1024971,1202,45
1025188,1256,22.2
1025377,998,92.5
1025731,1035,92.7
1025809,946,100
1025813,1160,64.3
1025895,1239,66.7
1026475,1339,8.6
1026673,1200,50
1026725,1028,87.9
1027431,1296,60
1027888,1030,62.5
1028410,1259,34.1
1028907,1075,82.6
1029528,1160,48.1
1029781,1060,40
1030241,1154,66.7
1031077,1189,50
1031682,1160,64.8
1031870,1091,93.8
1032406,1105,81.1
1033453,1129,63.8
1033717,1190,40
1033722,1441,24.5
1034086,956,87.5
1034388,1317,64.7
1034394,723,97.8
1034869,888,88.9
1035009,1191,60
1035564,1165,86.7
1035798,1216,47.6
1036702,886,83.3
1036808,1068,93.9
1036891,1097,84.6
1037311,1015,80
1037612,1156,70.2
1037904,1214,33.3
1038555,1235,61.5
1039592,1353,100
1039932,1313,27.8
1040099,1228,50
1040137,1350,45.5
1040762,1257,62.4
1041501,1322,40
1043952,1315,40.5
1043958,1136,57.1
1043988,1200,62.7
1044161,1152,72
1044178,1308,21.4
1044664,1269,14.3
1045017,1117,77.4
1045144,1200,23.1
1045377,1210,12.5
1045936,1209,47.8
1045994,1080,80
1046519,1231,27.8
1046720,1114,68.2
1047856,1196,71.2
1047971,882,96.4
1048411,1093,70
1048982,1143,100
1051003,1158,66.7
1051179,1084,65.9
1051989,1244,55.9
1052138,1336,51.4
1052397,1192,66.7
1052459,1133,52.8
1054691,1312,100
1054853,1275,54.5
1055061,1061,57.1
1055438,1164,11.1
1057729,1416,32.3
1058322,1037,64.3
1058373,1236,66.7
1059470,1123,90.4
1059934,1102,40
1060558,681,93.6
1060673,953,66.7
1060826,784,89.5
1061412,1154,53.8
1061453,1107,73.6
1061571,1258,65.5
1061991,952,83.3
1062244,1287,51
1062270,1152,88.6
1062965,810,100
1063008,952,100
1064177,1239,58.7
1064916,1029,100
1065530,1217,44.7
1065567,1280,40.7
1066332,1124,85.3
1067894,1191,33.3
1068046,1222,66.7
1068063,1147,52.5
1069063,1400,20
1069693,1220,58.3
1070230,1191,69.3
1070547,1128,16.7
1070825,1173,47.8
1071980,1116,73.9
1072482,1233,76.7
1072968,929,92.3
1073125,1229,53.3
1073948,1266,68.8
1074550,1262,52.9
1075278,1132,43.5
1075777,1023,93.4
1076393,1045,91.8
1076436,1397,0
1076602,1308,33.3
1076811,1371,25
1076883,1262,53.2
1076927,1348,50
1076980,1204,25.9
1077980,1192,50
1078152,1233,57.1
1078631,1310,73.8
1079418,952,100
1079428,1042,66.7
1079810,1147,28.6
1080065,1336,100
1080742,825,100
1081456,1042,84.5
1081747,827,100
1082178,1319,100
1082798,1358,53.6
1082802,1013,73.7
1083291,1052,60
1083409,1181,91.3
1083518,1240,16.7
1083563,1111,77.2
1084594,1283,33.3
1084995,936,87.5
1085029,992,81.3
1085044,1114,66.1
1085139,1230,76.6
1085211,1143,33.3
1085429,1336,14
1085579,1060,93.3
1086351,1211,31.6
1086501,795,100
1086694,1135,60
1086771,1028,67.3
1086988,1209,23.7
1088286,1312,46.2
1088682,645,100
1091980,1285,20
1092048,1126,80
1093582,999,94.7
1093934,947,96.9
1094131,1319,42.9
1095108,1184,33.3
1095331,1128,91.9
1095423,1200,29.2
1095454,959,77.4
1095859,1186,33.3
1095995,1229,50
1096629,1109,86.7
1097287,1299,34.6
1097359,1103,63.9
1098136,1081,74.6
1098219,1019,92.9
1098403,1129,62.5
1099398,1124,57.1
1099558,1259,61.5
1099779,1254,61.1
1100120,1168,44.8
1100639,1215,27.3
1101287,1048,55.6
1102093,1141,76.8
1102437,1284,0
1102563,1185,20
1102711,1030,90.7
1103390,1168,54.3
1103569,1220,75.4
1103753,1026,80
1104093,1270,69.6
1106161,1204,11.1
1106355,1185,63.6
1106891,552,87.5
1107341,924,100
1107366,826,93.6
1108064,1238,56.4
1108155,1334,14.9
1108499,1097,76.2
1108900,1080,82.1
1109135,1301,31.3
1109687,901,95.8
1110877,1319,31.3
1111073,954,78.3
1111218,1294,70
1111688,1186,54
1112495,1200,65.4
1112606,985,84.1
1113697,990,89.7
1116358,1131,58.5
1116681,1174,42.9
1117007,901,88.9
1117134,960,50
1117570,1288,44.4
1117724,1154,64.9
1118918,1144,67.9
1119161,886,86.4
1119348,1157,40
1119417,1143,62.4
1119526,1352,0
1119553,1076,85.7
1119920,743,100
1120367,1222,17.6
1121234,954,90
1121271,1347,0
1121500,1216,77.5
1121507,1278,33.3
1122325,882,95.8
1122757,1024,81.5
1123425,1201,63.3
1123553,1212,47.1
1123752,1013,54.5
1124309,1103,55.6
1124529,1033,80
1125053,1150,66.7
1125645,1284,33.3
1125950,1102,76.9
1127752,1068,55
1128842,1106,84.4
1129277,1039,81.1
1129985,1287,0
1131548,1124,76.5
1131737,1302,13.1
1132704,1092,76.5
1132906,1129,69
1133266,1295,20.5
1135139,1080,83.3
1135230,975,58.3
1135511,711,100
1135663,1239,100
1136591,1165,80
1137166,1069,44.8
1137212,1070,71.4
1137482,1248,66.7
1138388,958,86
1138565,1022,85.1
1138846,1010,84.6
1138965,1195,61.6
1139346,1179,44
1140255,1213,87.2
1140548,1313,45
1142981,1171,32.6
1143124,1007,65
1144086,1148,85.9
1144388,1132,75.3
1144723,1305,25
1145186,1205,72.3
1145261,1117,56.7
1146184,1000,80.5
1146576,1118,90.3
1147656,1285,100
1148202,1100,83.3
1149133,1055,75
1150888,1043,75
1151968,1047,93.3
1152600,726,100
1152736,970,93.1
1154855,1009,41.3
1155193,1249,20.6
1155399,840,93
1156422,1034,90
1156515,1206,70.2
1157263,1040,57.7
1158149,987,64.7
1158448,1049,63.9
1158601,1012,77.8
1159693,1314,71.2
1160764,1204,30.4
1161024,964,100
1161241,1091,81.8
1162051,1124,83.5
1162298,1122,83.3
1162507,998,75.3
1162655,1043,83.3
1162774,1252,29.2
1164346,1090,71.4
1164533,1071,76.9
1165047,1098,79.6
1166189,924,100
1166224,1259,62.5
1167331,1150,78.3
1167448,1155,61.1
1169132,1186,55.6
1169390,944,100
1170797,1148,53.5
1171489,996,90
1171930,1041,73.7
1172437,784,94.1
1173590,1092,65.7
1173613,1123,65.1
1173768,861,100
1175352,1295,51.7
1176880,1115,86.7
1177033,1195,12.5
1177275,988,87
1177478,1150,69.1
1177659,808,88.9
1177795,765,100
1177851,1140,66.1
1179833,1185,0
1179974,1140,40
1180092,1105,69.1
1180329,1072,50
1182379,1167,46.7
1183152,1235,22
1183222,1001,66.2
1183347,1112,60.9
1184269,1367,16.7
1184304,1133,55.3
1186233,988,95.7
1186315,1169,0
1187092,1051,54.5
1187465,1027,50
1188460,1195,0
1189564,1098,62.5
1189808,906,64
1189811,1029,37.7
1190301,1229,45
1190443,1193,16.7
1190482,1075,68.8
1191285,784,100
1191462,975,100
1191589,1034,85.2
1191786,1017,61.5
1192443,1166,31.3
1192495,1356,50.4
1192962,1284,69.4
1193358,1069,81.7
1193888,981,73.6
1194175,952,93.1
1194597,1211,50
1194663,1215,0
1195172,1321,45.2
1195704,1200,51.3
1197726,753,85.2
1197780,1244,59.4
1199062,1158,80
1199413,1081,93.3
1200690,1012,74.1
1200769,1157,52.7
1201352,1197,65.9
1201567,1115,39.8
1201718,1200,45.2
1204088,957,68.8
1207042,912,88.2
1208496,1126,23.3
1209576,934,85.2
1210146,760,94
1210162,1221,30
1210476,961,98.1
1210542,1149,86.7
1210939,1130,28.6
1210941,1013,64.9
1212346,1151,42.9
1212799,871,78.9
1212989,1084,60.7
1213811,919,62.5
1213906,1120,71.4
1214251,1054,81.3
1214594,968,97.2
1215774,1106,91.7
1215958,976,75
1216856,1142,37.9
1216859,1011,67.9
1217277,1047,76.2
1217543,955,86.9
1217953,947,80.6
1218886,1203,50
1219095,1003,84.6
1220767,1137,62.5
1220847,853,89.5
1221927,874,66.7
1222437,1146,53
1222945,1170,74.6
1223584,1015,87.5
1224179,1083,25
1225605,1024,77.9
1225946,1204,65
1226198,965,90
1226499,1138,50
1229332,1174,44.4
1229542,1148,54.8
1229722,1099,78.6
1230027,1267,71
1231005,1051,81
1231389,1075,77.5
1231511,974,84.4
1233028,1220,14.7
1234059,908,100
1234533,1017,57.1
1235771,1086,88.6
1238001,1124,37.9
1239009,1109,23.5
1239120,969,100
1239590,1228,0
1239833,1011,25
1240208,852,50
1240769,859,83.3
1241628,1233,40.9
1242202,1188,57.8
1242444,1179,47.8
1242686,1115,48.6
1243318,748,85.7
1243753,1118,48.7
1243961,938,25
1244556,959,82.2
1244810,806,100
1245320,765,100
1247213,1033,77.8
1247947,861,87.5
1248268,1051,76
1248522,1006,94.9
1248723,1179,0
1248914,1181,54.7
1250111,954,70
1251492,1040,81
1252319,1174,28.9
1252333,1138,50
1253975,1242,40
1254385,968,33.3
1254644,1031,73.9
1254675,968,73.5
1254801,918,92.3
1255194,1134,54.5
1255327,1314,50
1255435,1066,55.6
1256015,937,47.1
1256566,1076,36.4
1257263,976,95.5
1258968,1126,48.8
1259357,1021,64.3
1259765,1179,66.7
1259822,967,75
1260021,990,94.1
1260048,1064,74.5
1260807,1232,34.4
1262140,1004,83.3
1264009,1048,25
1264830,1119,66
1264924,967,76.9
1266448,982,61.3
1267498,1172,33.3
1268699,999,77.6
1269647,1005,88.9
1270144,1158,47.5
1271504,1036,33.3
1271756,1076,33.3
1272418,1174,70.5
1272878,1080,61.1
1272888,969,89.2
1273711,1126,23.5
1274098,959,93.3
1274374,1017,100
1274486,985,25
1275031,1208,67.9
1275150,995,71.9
1275391,1117,36.7
1275544,1099,37.9
1275570,937,93.8
1277794,1237,16.7
1278432,1182,0
1278591,1134,81.7
1278943,901,100
1279147,1092,100
1279321,878,86.1
1280676,878,93.7
1280824,1053,66.7
1280904,980,100
1281108,1069,46.7
1281300,1078,50
1281403,1175,18.8
1282285,1016,84.8
1282862,1048,71
1282980,917,100
1283857,946,94.1
1284782,1074,91.4
1284795,1138,55.6
1287166,911,87.5
1287876,1182,40.7
1287939,806,85.7
1290989,1153,64
1291197,1015,37.7
1291857,883,89.2
1292015,1036,73.5
1293159,865,87.1
1294756,845,63.5
1295594,942,86.7
1296426,1259,0
1298328,904,78.4
1299476,990,77.8
1300134,955,90.3
1300607,878,25
1301029,1121,64.3
1301067,1093,62.2
1302229,936,60.4
1303155,1005,75
1303973,1055,66.3
1304578,1014,71.6
1305841,1048,80
1306766,1002,100
1307171,1179,50
1307436,1066,50
1309129,835,93.5
1309444,1123,63.6
1309984,1134,72.2
1310403,1046,53.3
1310413,826,90
1310576,1024,91.7
1313052,1026,50
1313222,817,76.9
1314555,1082,53.5
1315187,953,61.8
1315695,1027,90.9
1317022,1005,84.5
1317301,707,100
1317902,966,65.1
1318581,811,75.9
1321175,975,85.2
1321436,1135,66.7
1321473,1141,87.5
1322981,984,100
1323496,1170,11.1
1323577,1069,50
1323820,1006,68.8
1323888,941,66.7
1324081,1132,70.3
1324533,1196,13.8
1325438,964,87.1
1329843,985,89.9
1330954,951,81.8
1331036,1045,66.7
1331371,919,83.3
1332436,1107,22.8
1333650,1234,30.8
1334108,1095,71.4
1334497,807,94.7
1335701,1163,63.3
1335784,1263,11.9
1336701,890,89.5
1336785,1107,67.9
1338076,918,78.5
1338120,908,69.8
1338148,995,61.5
1338158,1152,14.3
1339303,926,100
1339338,1001,65
1341851,1117,82.6
1344692,933,66.7
1344752,1148,92.3
1344906,1116,74.4
1346191,1138,47.8
1346244,971,45.9
1346480,983,25
1346668,1051,72
1347803,882,93.5
1347867,1127,86.1
1347879,1043,75
1348379,1173,84.3
1348765,1010,32.7
1349653,934,90.3
1350126,968,93.4
1352985,964,84.2
1354851,1047,37.5
1355247,963,73.3
1355483,1112,100
1355947,1107,33.3
1357830,1141,72.4
1358784,1139,73.1
1359423,1049,66.7
1359960,967,69.9
1360009,550,100
1360615,1088,62.5
1361501,943,84
1361932,1101,11.9
1362304,1130,33.3
1362388,945,87.5
1362720,999,100
1363149,1029,85.7
1363523,1065,67.7
1364376,1099,80
1365848,968,75
1368979,1085,54.3
1370190,1190,27.9
1371363,1056,90.9
1372409,753,100
1374320,1051,58.3
1377476,968,95.8
1378370,1117,77.3
1379001,634,98.4
1379768,818,94.3
1379813,947,81
1380401,1033,53.3
1380784,790,92.3
1380809,967,82
1380885,1207,53.8
1381099,909,88.9
1381716,1136,33.3
1382985,908,84.6
1383140,1253,48.8
1386572,1061,80
1387829,1010,75.3
1388859,1146,21.4
1391024,1047,74.4
1392097,957,85.7
1394409,894,88.9
1394628,911,56.8
1395714,902,90
1396591,813,95.2
1396998,921,77.5
1397673,1091,33.3
1399694,910,50
1402229,701,95.5
1402326,617,90.9
1402908,1045,66.7
1403000,932,88.9
1403333,1009,100
1403508,996,75.9
1404327,1000,73.7
1404658,1051,0
1406065,998,60.9
1406128,1012,84.6
1406730,985,53.1
1407770,803,78.7
1408547,1023,53.8
1409140,1119,89.4
1409939,1202,42.9
1410105,826,50
1410436,818,87.5
1410576,936,50
1411264,936,90.8
1411683,1072,60
1413515,1074,92.6
1416581,1048,80
1418239,938,83.9
1420041,1094,41.4
1420452,1007,56
1421765,1036,67.3
1423282,995,60.7
1424399,1125,46.2
1426163,1083,31.3
1428968,1037,78
1429134,1033,50
1430288,728,96.4
1432469,1083,44
1433827,840,84.8
1433886,891,81.8
1433897,1248,0
1434067,1152,63.6
1434668,826,97.2
1437323,958,84
1437418,1048,51.3
1437976,1103,100
1439070,935,91.5
1441642,1027,66.7
1442849,1124,70.6
1442859,1351,22.2
1443432,1036,57.1
1443872,1051,75
1447280,887,83.3
1447524,1006,75.8
1452284,879,71.4
1452935,990,85.7
1452944,1071,57.1
1454126,940,69
1454323,1031,71.1
1454412,978,70
1455726,1054,35.7
1456176,959,62.5
1457040,887,77.4
1457214,942,83.3
1457330,1089,56
1461761,892,75
1461990,916,60
1462490,982,90.9
1464873,995,100
1467903,1162,71.1
1468046,899,85.2
1468208,1057,46.5
1469019,1157,56.2
1469440,1078,0
1470858,954,63.3
1473696,886,85.7
1475385,977,82.3
1475492,1008,69.2
1475513,836,60
1475598,801,96.4
1476359,1037,90.5
1477062,1186,48
1478242,982,82
1478401,1036,38.9
1478720,970,50
1479578,873,85.7
1479616,926,95.8
1481591,794,100
1481825,924,83
1482704,840,94.9
1483172,703,96.7
1483958,1005,87.5
1484962,1006,100
1485340,1044,100
1485610,1202,27.3
1485788,1062,67.2
1486907,1117,0
1487521,976,76.6
1488438,945,78.1
1488477,1058,62.7
1493462,1280,35.7
1493847,855,100
1494318,844,83.3
1495861,906,77.8
1496287,1175,71.4
1497391,922,92.9
1499704,980,66.7
1504153,1051,41.3
1504974,795,86
1505856,1065,69.6
1506032,947,86.6
1506536,965,30
1506805,1046,30
1507582,1015,38.9
1508043,1023,68.4
1509058,747,81.8
1509543,911,100
1514585,1135,28.6
1515327,1126,59.1
1515569,1149,100
1517294,1244,47.4
1517358,1008,33.3
1517812,1194,50
1518461,1026,78.1
1518822,928,78
1519329,853,87.5
1520040,999,62.5
1520128,994,47.7
1520303,984,73.5
1521676,835,89.2
1522132,838,75
1522417,636,91.8
1523412,1181,40
1524121,981,81.5
1524424,844,100
1524445,958,100
1526208,760,97.1
1526820,1001,100
1530195,974,80
1530822,1130,33.3
1531068,1132,40
1532924,705,97.7
1533223,1162,36.8
1534854,1112,71.1
1536072,1049,95
1536096,928,94.5
1537511,1148,100
1538886,901,100
1540550,895,66.7
1541125,990,89.7
1542399,961,28.6
1542442,1027,75
1542710,1109,25.7
1543258,788,87.8
1544301,1060,45
1544332,732,96.2
1550146,1052,100
1552999,1021,68.2
1553516,945,89.5
1553620,908,68.8
1553630,851,100
1555235,1037,44.4
1556072,1064,78
1558901,1057,50.8
1560104,920,73.3
1560508,1087,98.4
1562848,1029,80
1565368,1018,62.5
1567286,677,91.4
1568641,1083,82.8
1569600,888,81.1
1569865,847,42.1
1570515,1087,67.9
1571458,1032,77.1
1573495,852,90
1574535,857,71.4
1574817,1144,75
1578291,1045,88
1579046,1063,57.8
1581100,1053,62.5
1582734,959,88.9
1584282,944,83.7
1585153,749,83.5
1586880,1031,73.9
1586949,1072,82.4
1587349,980,51.8
1588479,996,78.2
1588970,857,87
1590528,1014,100
1591163,954,78.9
1594142,768,80
1594824,774,82.1
1599755,892,75.4
1599764,984,44.2
1602215,833,93.8
1602841,1030,40
1604236,1005,79.9
1604408,805,96
1605926,814,100
1612873,714,85
1616502,665,97
1619209,975,82.3
1624469,911,75.8
1624677,1061,75
1624911,1026,68.4
1631014,666,90.9
1634553,1131,25
1636092,1116,83.8
1637833,1065,83
1638521,955,66.5
1639568,586,96.6
1641545,973,100
1642991,924,86.7
1646317,979,45.9
1647493,817,87.7
1651088,975,91.7
1656064,977,54.5
1659578,1076,0
1660217,879,84.7
1661013,1029,48
1661043,1249,0
1669845,774,98.3
1670554,846,45.5
1671831,1236,0
1675084,758,96.8
1676307,1062,41.7
1680963,980,47.8
1691451,967,70.6
1694569,1070,50
1701201,1098,60
1702545,932,89.5
1704055,1165,50
1704611,1123,70.3
1706560,925,59
1713705,986,23.5
1714040,1054,86.3
1717795,1051,65.3
1718827,1009,53.6
1720473,997,36.4
1727936,949,57.1
1731513,852,96.2
1738094,702,100
1739812,990,77.9
1743338,961,83.3
1744853,923,91.3
1745406,991,66.7
1748378,856,86.2
1749107,782,73.7
1755822,975,63.3
1761795,1027,62.5
1762073,935,81.3
